,membership_category,avg_transaction_value,points_in_wallet,feedback,churn_risk_score
29908,Basic Membership,25153.39,548.3,Poor Product Quality,1
29909,Silver Membership,1972.46,738.52,Poor Website,0
29910,No Membership,19029.33,637.52,Poor Website,1
29911,Basic Membership,16563.62,563.43,Poor Customer Service,1
29912,Gold Membership,14376.13,771.71,No reason specified,0
29913,Gold Membership,41125.38,919.4871939918704,Poor Product Quality,1
29914,Gold Membership,9433.39,710.42,Too many ads,0
29915,Silver Membership,39454.65,730.29,Poor Customer Service,0
29916,No Membership,1605.67,563.74,Poor Product Quality,1
29917,Gold Membership,46261.88,718.03,Poor Website,0
29918,Gold Membership,8778.94,785.36,Poor Product Quality,0
29919,Basic Membership,46208.27,674.79,Poor Customer Service,1
29920,Basic Membership,31766.42,1004.90474948831,Poor Customer Service,1
29921,Basic Membership,5169.46,303.373959276315,No reason specified,1
29922,Silver Membership,38918.25,799.4,Poor Product Quality,0
29923,Gold Membership,22785.36,787.33,No reason specified,0
29924,Basic Membership,39862.15,0.0,No reason specified,1
29925,Silver Membership,26404.79,794.13,No reason specified,0
29926,No Membership,31081.86,616.37,Poor Website,1
29927,No Membership,7915.42,1020.212530965469,Too many ads,1
29928,Premium Membership,49590.75,836.53,Reasonable Price,0
29929,Basic Membership,46678.62,633.48,Poor Customer Service,1
29930,Gold Membership,21754.99,603.85,Too many ads,1
29931,No Membership,6401.79,0.0,Poor Product Quality,1
29932,Premium Membership,41561.75,761.88,Poor Website,0
29933,Basic Membership,11474.18,121.66483222934048,Poor Product Quality,1
29934,No Membership,48631.38,635.11,Too many ads,1
29935,Platinum Membership,45023.97,0.0,Too many ads,0
29936,Basic Membership,15458.68,524.93,Poor Website,1
29937,Silver Membership,44880.09,724.02,Poor Customer Service,0
29938,No Membership,16024.68,670.3,Poor Website,1
29939,No Membership,14310.09,559.2451349253587,Poor Product Quality,1
29940,Silver Membership,39110.69,718.03,No reason specified,1
29941,Basic Membership,1012.19,642.6,No reason specified,1
29942,Silver Membership,41751.8,719.84,Poor Website,1
29943,No Membership,48281.61,544.05,Poor Customer Service,1
29944,Premium Membership,44691.2,757.09,Too many ads,0
29945,No Membership,28730.91,542.27,Too many ads,1
29946,Basic Membership,7949.32,561.07,Poor Product Quality,1
29947,Platinum Membership,8443.99,740.62,Poor Product Quality,0
29948,Platinum Membership,84770.57,725.5,Products always in Stock,0
29949,Silver Membership,4656.11,1112.7200228613035,Too many ads,1
29950,Silver Membership,17492.47,684.36,Poor Customer Service,1
29951,No Membership,14278.49,642.95,No reason specified,1
29952,No Membership,1170.77,639.37,Poor Website,1
29953,Gold Membership,19607.69,777.43,Too many ads,0
29954,Platinum Membership,38094.27,753.38,User Friendly Website,0
29955,Gold Membership,14273.12,718.31,Poor Customer Service,1
29956,Gold Membership,91509.1,792.23,Quality Customer Care,0
29957,Silver Membership,7288.44,767.98,Too many ads,0
29958,No Membership,17878.13,123.1736033850808,Poor Website,1
29959,No Membership,19462.53,660.66,No reason specified,1
29960,Gold Membership,24891.48,375.2938913054872,Poor Customer Service,1
29961,Premium Membership,38160.19,750.03,No reason specified,0
29962,Basic Membership,35012.79,604.77,Too many ads,1
29963,Basic Membership,16682.64,626.17,Poor Website,1
29964,Silver Membership,43705.22,744.87,No reason specified,0
29965,Silver Membership,5046.61,629.15,No reason specified,0
29966,Gold Membership,2489.8,688.01,Poor Customer Service,1
29967,Premium Membership,33042.81,742.84,Poor Website,0
29968,Gold Membership,28171.88,709.23,Poor Product Quality,0
29969,Basic Membership,6735.31,511.61,Poor Product Quality,1
29970,Gold Membership,25210.27,690.82,Poor Product Quality,0
29971,Gold Membership,38236.2,719.87,Too many ads,0
29972,Gold Membership,42530.32,674.2,Poor Product Quality,1
29973,Gold Membership,39575.89,787.14,Poor Product Quality,0
29974,Basic Membership,22288.25,663.72,Poor Customer Service,1
29975,No Membership,7345.72,623.78,Poor Product Quality,1
29976,No Membership,27349.69,619.64,Poor Website,1
29977,Silver Membership,1918.77,783.68,No reason specified,0
29978,No Membership,7725.51,1139.0587511421068,No reason specified,1
29980,Basic Membership,33167.06,559.88,No reason specified,1
29981,Silver Membership,23019.64,737.81,Poor Website,0
29982,Basic Membership,35851.58,646.01,Too many ads,1
29983,No Membership,8842.76,290.4011436232454,Poor Product Quality,1
29984,No Membership,25459.91,652.61,Poor Website,1
29985,Premium Membership,71616.5,778.24,User Friendly Website,0
29986,No Membership,4383.9,350.35748501126085,Poor Website,1
29987,Silver Membership,19822.82,0.0,Too many ads,0
29988,Basic Membership,36299.32,653.3,Poor Product Quality,1
29989,Gold Membership,80178.45,743.61,Reasonable Price,0
29990,Gold Membership,4543.21,649.66,Poor Product Quality,1
29991,No Membership,31664.14,586.49,No reason specified,1
29992,Silver Membership,40339.11,997.5147136343596,Poor Website,0
29993,No Membership,39222.7,515.77,No reason specified,1
29994,Gold Membership,15889.39,683.91,Poor Product Quality,1
29995,No Membership,19560.6,1007.9880376364628,Poor Customer Service,1
29996,No Membership,29762.28,564.63,Poor Customer Service,1
29997,No Membership,41787.01,575.24,Poor Website,1
29998,No Membership,14666.37,710.53,No reason specified,1
29999,Basic Membership,20696.64,123.83442742807244,Poor Website,1
30000,Silver Membership,11529.89,621.68,Poor Product Quality,1
30001,Premium Membership,1656.48,700.45,Poor Customer Service,0
30002,No Membership,25943.85,508.55,Poor Website,1
30003,Premium Membership,43147.73,0.0,Too many ads,0
30004,Premium Membership,38582.91,766.1,Too many ads,0
30005,No Membership,20990.57,618.2,Poor Product Quality,1
30006,Basic Membership,2768.95,995.9899384249904,Too many ads,1
30007,Basic Membership,30607.85,578.99,No reason specified,0
30008,No Membership,37252.04,595.22,Poor Product Quality,1
30009,No Membership,5883.98,577.61,Too many ads,1
30010,Platinum Membership,35841.02,820.63,Quality Customer Care,0
30011,Premium Membership,15727.23,753.26,Too many ads,0
30012,Basic Membership,16806.62,0.0,Poor Customer Service,1
30013,Basic Membership,44113.62,523.2,Too many ads,1
30014,Silver Membership,4955.55,601.36,Poor Website,1
30015,Silver Membership,48523.56,788.58,Poor Product Quality,0
30016,Silver Membership,22854.97,753.81,Too many ads,0
30017,No Membership,19209.67,611.5,Poor Product Quality,1
30018,No Membership,26671.03,503.24,Poor Product Quality,1
30019,No Membership,48093.49,543.33,Poor Website,1
30020,No Membership,45881.11,708.44,Poor Website,1
30021,Silver Membership,37277.5,752.87,Poor Website,0
30022,Silver Membership,39074.48,777.25,Too many ads,0
30023,No Membership,14691.15,508.12,No reason specified,1
30024,Basic Membership,15768.82,719.07,Poor Customer Service,1
30025,Basic Membership,25112.93,621.75,Poor Customer Service,1
30026,Gold Membership,8982.5,756.21,No reason specified,0
30027,Platinum Membership,67901.1,0.0,User Friendly Website,0
30028,Gold Membership,20186.05,628.88,Poor Website,1
30029,Silver Membership,37557.96,789.97,Poor Customer Service,0
30030,No Membership,46960.05,0.0,No reason specified,1
30031,Silver Membership,18474.57,427.7710504096887,No reason specified,0
30032,Gold Membership,58736.1,197.7956981017792,Products always in Stock,0
30033,Premium Membership,35706.59,766.51,Products always in Stock,0
30034,No Membership,8255.24,640.17,Poor Customer Service,1
30035,Platinum Membership,6415.3,525.1250575899626,No reason specified,0
30036,Premium Membership,24069.86,1088.0895061861395,Poor Product Quality,0
30037,No Membership,47837.85,0.0,Too many ads,1
30038,Gold Membership,88596.04,847.95,Reasonable Price,0
30039,No Membership,2006.21,624.59,Poor Website,1
30040,Basic Membership,4043.73,681.52,Too many ads,1
30041,No Membership,34910.26,205.06925206197187,Poor Product Quality,1
30042,No Membership,33881.44,0.0,Too many ads,1
30043,No Membership,26949.89,698.31,Poor Customer Service,1
30044,Platinum Membership,22503.47,769.08,Reasonable Price,0
30045,No Membership,42359.82,1054.0163831538705,Poor Website,1
30046,Silver Membership,19140.19,645.45,Poor Website,1
30047,Basic Membership,42634.27,954.1949611174716,Poor Website,1
30048,Basic Membership,12979.54,0.0,Too many ads,1
30049,Silver Membership,47310.91,0.0,Too many ads,1
30050,No Membership,34202.43,324.8835798949064,Too many ads,1
30051,Gold Membership,40971.1,760.65,Poor Website,0
30052,Basic Membership,7925.98,882.7383652656376,Poor Website,1
30053,No Membership,1411.21,530.27,Poor Website,1
30054,Gold Membership,21125.65,695.42,Poor Product Quality,1
30055,Platinum Membership,40917.35,406.4869336857857,User Friendly Website,0
30056,No Membership,27679.87,664.98,Poor Customer Service,1
30057,Premium Membership,67933.45,834.8,Products always in Stock,0
30058,Gold Membership,29078.34,663.32,Poor Website,1
30059,Gold Membership,49931.81,631.59,Poor Customer Service,1
30060,Premium Membership,39493.01,776.88,User Friendly Website,0
30061,Basic Membership,44799.46,536.82,Poor Product Quality,1
30062,Basic Membership,19727.13,686.27,Poor Product Quality,1
30063,No Membership,10962.42,662.26,Too many ads,1
30064,Gold Membership,32831.32,728.26,No reason specified,0
30065,Basic Membership,3794.76,636.29,Too many ads,1
30066,Premium Membership,82374.5,1323.4102329197235,Products always in Stock,0
30067,Gold Membership,46464.25,1031.7128986683465,Products always in Stock,0
30068,Platinum Membership,55275.17,207.4370620874768,Reasonable Price,0
30069,Silver Membership,48742.93,610.75,Poor Product Quality,1
30070,Premium Membership,99694.82,0.0,Quality Customer Care,0
30071,Gold Membership,24451.62,761.1,Poor Website,0
30072,Gold Membership,30027.12,696.19,Poor Product Quality,1
30073,Gold Membership,12254.95,642.53,Poor Product Quality,1
30074,No Membership,44584.94,632.43,No reason specified,1
30075,Basic Membership,46262.25,687.82,Too many ads,1
30076,No Membership,47250.39,0.0,Too many ads,1
30077,No Membership,39738.42,0.0,No reason specified,1
30078,Silver Membership,8816.18,755.48,No reason specified,0
30079,Basic Membership,31910.52,633.96,No reason specified,1
30080,Platinum Membership,69669.6,816.54,Products always in Stock,0
30081,Gold Membership,11562.22,703.99,Poor Website,0
30082,Basic Membership,30854.23,601.03,Poor Product Quality,1
30083,Gold Membership,98993.32,190.674436049105,Reasonable Price,0
30084,No Membership,24345.27,666.3,Poor Customer Service,1
30085,Gold Membership,40137.89,905.4400933163208,No reason specified,1
30086,Platinum Membership,78261.75,790.57,Quality Customer Care,0
30087,Premium Membership,92230.11,841.15,User Friendly Website,0
30088,Silver Membership,14808.0,718.33,Poor Website,0
30089,Platinum Membership,11134.99,1122.9860506964958,Quality Customer Care,0
30090,Basic Membership,3917.5,1002.3520867656777,Too many ads,1
30091,Platinum Membership,64514.33,781.6,Products always in Stock,0
30092,Gold Membership,31230.92,0.0,Too many ads,0
30093,Basic Membership,2933.23,633.96,Poor Product Quality,1
30094,Silver Membership,4385.53,700.53,Too many ads,0
30095,No Membership,9254.43,681.1,Too many ads,1
30096,Silver Membership,28555.47,626.89,Too many ads,1
30097,No Membership,44007.18,608.26,Poor Customer Service,1
30098,Platinum Membership,48539.0,710.06,Poor Product Quality,0
30099,Premium Membership,33024.51,0.0,Poor Product Quality,0
30100,Premium Membership,5922.57,781.5,Quality Customer Care,0
30101,Gold Membership,4245.54,423.2717804975946,Poor Customer Service,1
30102,Premium Membership,5975.7,753.29,No reason specified,0
30103,Gold Membership,30340.2,744.48,Poor Customer Service,0
30104,No Membership,39808.31,644.93,Poor Customer Service,1
30105,Silver Membership,16039.42,703.31,Poor Website,1
30106,No Membership,7600.53,690.27,Too many ads,1
30107,Silver Membership,2186.95,681.3,Poor Customer Service,1
30108,Premium Membership,13551.05,704.02,Poor Website,0
30109,Platinum Membership,3371.33,720.93,Poor Product Quality,0
30110,No Membership,12174.27,691.39,Poor Customer Service,0
30111,No Membership,23487.24,0.0,Poor Product Quality,1
30112,Silver Membership,5620.13,628.29,Poor Product Quality,1
30113,Basic Membership,43138.79,277.17143581539017,Poor Customer Service,1
30114,No Membership,12371.4,30.24880133900376,Too many ads,1
30115,Premium Membership,26773.72,741.6,Poor Website,0
30116,Premium Membership,24578.72,710.63,Poor Product Quality,0
30117,Silver Membership,24681.0,799.06,Poor Product Quality,0
30118,Premium Membership,40054.53,762.25,Poor Customer Service,0
30119,No Membership,44282.09,358.87168070989486,Poor Product Quality,1
30120,Gold Membership,4715.16,702.12,Poor Website,0
30121,No Membership,20010.02,653.04,No reason specified,1
30122,Gold Membership,29297.46,439.2494795022024,Poor Customer Service,0
30123,No Membership,2705.56,688.78,Too many ads,1
30124,Platinum Membership,45153.22,1129.434351609165,No reason specified,0
30125,Silver Membership,15617.13,719.4,Poor Customer Service,0
30126,Silver Membership,22471.45,1130.2321068320048,Poor Product Quality,0
30127,Platinum Membership,7720.89,805.4,Reasonable Price,0
30128,Gold Membership,48481.64,717.55,No reason specified,1
30129,Platinum Membership,16694.25,0.0,Quality Customer Care,0
30130,Basic Membership,1237.2,1167.334646322825,No reason specified,1
30131,Gold Membership,48589.66,447.8241908529882,Too many ads,1
30132,Gold Membership,8117.55,1041.8450283757554,Quality Customer Care,0
30133,Platinum Membership,46190.99,619.6469381828335,Too many ads,0
30134,No Membership,31978.57,557.47,Poor Product Quality,1
30135,Platinum Membership,42633.69,1205.0320472299643,No reason specified,0
30136,Premium Membership,49189.67,761.15,Poor Website,0
30137,No Membership,48791.97,1140.2464292500003,Poor Customer Service,1
30138,No Membership,42076.44,543.66,No reason specified,1
30139,Gold Membership,81518.5,819.43,User Friendly Website,0
30140,Gold Membership,25210.18,984.4643916198422,Reasonable Price,0
30141,Silver Membership,49897.69,700.16,Poor Customer Service,1
30142,Basic Membership,23986.55,703.73,Poor Website,1
30143,Basic Membership,22327.03,694.53,No reason specified,1
30144,Gold Membership,24802.13,781.65,No reason specified,0
30145,No Membership,46403.26,509.7,No reason specified,1
30146,Basic Membership,27442.07,659.51,No reason specified,1
30147,No Membership,35007.57,699.84,Too many ads,1
30148,Premium Membership,21362.91,732.12,Too many ads,0
30149,No Membership,3958.81,699.62,No reason specified,1
30150,No Membership,19040.83,652.98,No reason specified,1
30151,Silver Membership,39859.29,231.4751056052852,Poor Product Quality,0
30152,No Membership,34961.8,0.0,Poor Product Quality,1
30153,Premium Membership,34709.14,0.0,Quality Customer Care,0
30154,Basic Membership,4874.7,509.16,Too many ads,1
30155,Basic Membership,28382.82,606.96,Too many ads,1
30156,Premium Membership,41938.44,980.9256766929784,No reason specified,0
30157,Gold Membership,26595.68,705.07,Poor Customer Service,0
30158,Premium Membership,98408.35,765.6,Reasonable Price,0
30159,Gold Membership,12321.38,730.62,No reason specified,0
30160,Silver Membership,32985.42,679.87,Poor Customer Service,1
30161,Premium Membership,41044.72,826.2,Products always in Stock,0
30162,Premium Membership,3491.93,731.53,Quality Customer Care,0
30163,Silver Membership,33314.76,749.46,Poor Website,0
30164,Premium Membership,59797.0,811.68,User Friendly Website,0
30165,No Membership,25974.52,923.7742622147964,Poor Website,1
30166,Basic Membership,44891.85,521.16,Poor Website,1
